CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
9943,30,Female,99134,Email,Retention,3675.517682,0.178630923,0.1488921,6,3.741474896,1.550608117,70,9,2,2,4136,IsConfid,ToolConfid,1
9944,58,Female,22866,Social Media,Awareness,4977.686257,0.132980096,0.049801398,18,4.401187332,2.810187656,86,18,2,2,4198,IsConfid,ToolConfid,1
9945,56,Male,72890,Email,Awareness,3656.174372,0.172004746,0.058229426,14,7.269606962,4.442418368,0,14,7,2,4631,IsConfid,ToolConfid,1
9946,32,Female,135259,SEO,Consideration,5572.045519,0.05265596,0.07803176,41,7.768280875,10.73315175,70,13,9,1,612,IsConfid,ToolConfid,1
9947,46,Female,61504,Referral,Retention,2462.631933,0.124789208,0.134302444,8,3.462049959,7.382351645,85,18,5,5,299,IsConfid,ToolConfid,1
9948,46,Female,115668,PPC,Conversion,6390.081498,0.118540811,0.165323224,19,1.151075795,0.977407075,66,19,1,8,1168,IsConfid,ToolConfid,1
9949,28,Male,73374,PPC,Conversion,8552.253741,0.223554411,0.113874095,47,2.586733872,2.747981825,82,18,2,0,1224,IsConfid,ToolConfid,1
9950,69,Female,49404,SEO,Consideration,2318.263764,0.214858759,0.03525646,19,3.368769083,5.834913208,93,13,7,1,2131,IsConfid,ToolConfid,1
9951,49,Female,85223,SEO,Awareness,5127.984437,0.273569019,0.094786649,3,9.145065287,6.58671216,8,5,4,9,1581,IsConfid,ToolConfid,1
9952,19,Male,131008,Social Media,Retention,6522.028867,0.193296122,0.034261237,9,9.042494921,1.415616126,98,7,1,5,3632,IsConfid,ToolConfid,1
9953,64,Female,20637,Email,Retention,5689.798699,0.101218668,0.026776462,41,6.946278898,2.25535831,34,18,2,0,4396,IsConfid,ToolConfid,1
9954,31,Female,110152,Social Media,Awareness,3719.929517,0.237135152,0.122027186,39,7.3838774,4.301778009,12,2,1,9,2980,IsConfid,ToolConfid,1
9955,37,Female,123186,PPC,Retention,6457.777109,0.154129317,0.191680301,0,6.59127592,12.63149172,25,2,4,6,3317,IsConfid,ToolConfid,1
9956,39,Female,35828,Email,Consideration,379.6374415,0.066113031,0.169146248,34,8.012665683,3.533386227,44,3,4,2,3610,IsConfid,ToolConfid,1
9957,28,Male,73544,Social Media,Retention,3762.071697,0.226749326,0.15714954,23,4.160802287,3.788522475,50,6,8,5,2333,IsConfid,ToolConfid,1
9958,44,Male,111732,PPC,Retention,5372.860925,0.048434105,0.148140634,43,5.92035458,7.670610281,91,1,5,2,2456,IsConfid,ToolConfid,1
9959,20,Female,121976,Email,Awareness,304.0702725,0.061664466,0.180454293,6,7.03593089,13.42630848,24,12,1,5,2535,IsConfid,ToolConfid,1
9960,34,Female,65097,Referral,Awareness,5125.723414,0.230039219,0.153038666,21,5.215861185,8.158719141,55,10,0,3,2139,IsConfid,ToolConfid,1
9961,61,Female,133271,Referral,Conversion,6577.119162,0.233341961,0.129106696,22,7.954019978,1.650690803,38,12,6,8,3575,IsConfid,ToolConfid,1
9962,45,Female,52022,Social Media,Consideration,7616.156207,0.239326568,0.079289215,0,9.393287848,3.203367607,2,1,6,2,46,IsConfid,ToolConfid,1
9963,46,Male,52202,SEO,Awareness,1222.403406,0.095064286,0.029179339,23,6.974203331,12.90910936,74,3,9,4,2854,IsConfid,ToolConfid,1
9964,38,Male,48704,Email,Awareness,9906.592261,0.261310363,0.097596339,19,1.672036788,13.21298879,93,15,5,5,2643,IsConfid,ToolConfid,1
9965,64,Female,111411,Social Media,Awareness,6101.060243,0.219573759,0.185709005,31,6.492128515,12.03407546,52,14,1,9,4726,IsConfid,ToolConfid,1
9966,33,Male,149688,SEO,Retention,3695.618547,0.251850549,0.12078905,30,7.266838911,8.356606794,32,14,7,0,4560,IsConfid,ToolConfid,1
9967,54,Female,43641,SEO,Consideration,2566.019259,0.215495591,0.045055794,32,3.549262415,6.867686764,61,2,3,6,2713,IsConfid,ToolConfid,1
9968,37,Male,57479,Email,Consideration,5771.678931,0.178082973,0.133314429,35,3.895910213,4.389233615,97,12,6,8,820,IsConfid,ToolConfid,1
9969,23,Female,98771,Email,Retention,8828.945307,0.041724484,0.098437824,17,6.358455327,8.443016119,66,16,7,5,1462,IsConfid,ToolConfid,1
9970,36,Male,42027,SEO,Retention,5253.597422,0.216171502,0.186962217,36,7.364020935,10.40089984,68,17,6,9,3980,IsConfid,ToolConfid,1
9971,22,Female,118463,PPC,Awareness,6648.57335,0.210233625,0.040578583,32,8.84287043,9.189187563,94,15,2,3,1014,IsConfid,ToolConfid,1
9972,20,Female,62912,Social Media,Conversion,3641.194751,0.100622429,0.145282232,32,7.862697882,3.770576842,3,0,7,6,3091,IsConfid,ToolConfid,1
9973,18,Male,133097,Email,Conversion,3942.707652,0.223387733,0.139504468,4,2.205736538,13.59501599,71,13,3,3,4184,IsConfid,ToolConfid,1
9974,55,Male,128227,SEO,Consideration,2933.133547,0.169631821,0.1968729,17,4.132822936,6.161290993,58,1,7,8,84,IsConfid,ToolConfid,1
9975,32,Male,112558,PPC,Conversion,7085.809214,0.172227809,0.117333304,8,2.338890277,13.33094089,16,5,4,7,611,IsConfid,ToolConfid,1
9976,51,Female,91474,Referral,Awareness,3655.956779,0.116605357,0.175599067,41,7.812471406,6.2630021,21,11,8,0,1015,IsConfid,ToolConfid,1
9977,52,Male,148773,SEO,Retention,1988.0924,0.043867662,0.014695648,30,3.398038427,1.05759136,37,7,2,2,393,IsConfid,ToolConfid,0
9978,66,Female,129658,PPC,Consideration,3757.065655,0.072909253,0.033349474,6,2.111567508,11.20033433,87,6,1,0,3294,IsConfid,ToolConfid,0
9979,42,Female,62692,Referral,Consideration,8552.889358,0.23296118,0.075728329,14,1.866069983,13.84201828,30,17,3,0,2122,IsConfid,ToolConfid,1
9980,41,Female,118884,PPC,Retention,7408.695231,0.08871805,0.127672206,45,2.030462267,4.194021949,48,10,1,6,3983,IsConfid,ToolConfid,1
9981,29,Male,52209,Email,Conversion,3412.94436,0.010653386,0.095325076,3,3.224067506,8.366005493,51,19,1,6,3556,IsConfid,ToolConfid,1
9982,35,Female,77563,SEO,Consideration,9077.408752,0.299135052,0.048512287,45,8.04119408,12.21047055,88,1,0,8,3474,IsConfid,ToolConfid,1
9983,32,Male,76738,Referral,Retention,840.8430877,0.071097848,0.121948711,38,3.139550524,5.155736831,37,10,7,0,1899,IsConfid,ToolConfid,1
9984,61,Female,57242,PPC,Retention,592.562535,0.200061113,0.117672821,7,3.532281244,4.649535554,95,7,0,1,4199,IsConfid,ToolConfid,0
9985,33,Female,29941,Referral,Conversion,1361.956512,0.278807381,0.109645021,23,8.926243468,6.460445448,48,19,7,8,4646,IsConfid,ToolConfid,1
9986,44,Female,27073,Social Media,Conversion,1252.902083,0.183916693,0.027205661,7,4.980835222,8.483335501,89,16,8,8,3420,IsConfid,ToolConfid,1
9987,25,Female,127966,SEO,Awareness,969.5597186,0.241718878,0.186134844,4,5.579450661,8.51173255,99,12,5,9,815,IsConfid,ToolConfid,1
9988,63,Male,57827,Email,Conversion,6647.291859,0.293147797,0.122528508,22,1.024500793,7.55215295,26,19,6,1,474,IsConfid,ToolConfid,1
9989,42,Male,66225,Referral,Conversion,6048.339559,0.259505394,0.060158432,42,1.73896823,12.39490966,22,11,5,3,859,IsConfid,ToolConfid,1
9990,34,Female,57096,PPC,Retention,6511.294555,0.171792186,0.140609456,33,7.665368006,2.717323759,83,10,0,6,2476,IsConfid,ToolConfid,1
9991,46,Male,70546,Referral,Consideration,6914.823936,0.11547385,0.070402518,14,4.001167974,1.734840437,26,12,0,0,1055,IsConfid,ToolConfid,1
9992,25,Female,86457,PPC,Retention,7593.10955,0.14991469,0.106112645,49,2.34584459,2.944146118,80,8,0,1,2129,IsConfid,ToolConfid,1
9993,32,Female,149257,Referral,Awareness,2151.051582,0.254129589,0.074815037,46,4.859255698,10.70806951,13,6,2,4,4249,IsConfid,ToolConfid,1
9994,44,Female,88309,Email,Retention,6260.804781,0.257472837,0.177274865,18,1.405879236,2.606047191,2,9,6,9,4687,IsConfid,ToolConfid,1
9995,63,Female,89998,Email,Awareness,5842.481727,0.255297928,0.198856311,24,7.384386348,5.18097575,26,11,7,1,3551,IsConfid,ToolConfid,1
9996,67,Female,106496,SEO,Conversion,9442.234255,0.183195077,0.040624592,38,1.721731303,13.25537038,61,7,0,5,4522,IsConfid,ToolConfid,1
9997,69,Female,50268,Email,Consideration,2400.44047,0.148317216,0.014480001,3,1.493872027,2.533319933,13,11,5,0,819,IsConfid,ToolConfid,0
9998,24,Female,105354,Referral,Consideration,681.3570503,0.100288036,0.051671276,45,4.777308797,8.158522935,91,11,7,5,2363,IsConfid,ToolConfid,1
9999,20,Female,125037,Referral,Retention,6569.60119,0.010974648,0.122090877,7,6.283669593,7.837593108,43,13,4,4,1107,IsConfid,ToolConfid,1
10000,46,Male,130078,Email,Consideration,7427.711118,0.231700729,0.043050717,28,7.875078944,0.99366966,24,10,1,8,4990,IsConfid,ToolConfid,1
10001,61,Male,62078,Social Media,Awareness,2903.640457,0.090329501,0.164182041,41,1.638650552,2.173515822,60,13,3,7,4441,IsConfid,ToolConfid,1
10002,41,Female,21865,Referral,Awareness,5751.399466,0.10560659,0.08764741,12,4.013377743,14.28069015,74,13,3,7,3055,IsConfid,ToolConfid,1
10003,20,Female,116242,SEO,Conversion,689.4070488,0.254609555,0.126001221,37,3.417092593,14.43487073,51,10,3,9,2603,IsConfid,ToolConfid,1
10004,37,Female,48887,Social Media,Retention,9604.443928,0.025152836,0.09656739,35,7.693825553,13.18254649,11,1,7,8,3566,IsConfid,ToolConfid,1
10005,63,Male,69876,Email,Conversion,1188.257236,0.279009896,0.181632305,36,4.324833859,6.761976551,96,7,5,4,1346,IsConfid,ToolConfid,1
10006,32,Male,116047,PPC,Consideration,768.9483079,0.010394958,0.016675714,41,6.650684739,9.097650585,83,6,8,9,4903,IsConfid,ToolConfid,1
10007,42,Male,53479,Referral,Conversion,536.690579,0.282359043,0.14856736,44,5.404404683,12.45019956,33,14,9,9,659,IsConfid,ToolConfid,1
10008,47,Male,148863,PPC,Consideration,4329.991874,0.141879962,0.133912705,42,6.126925528,10.30409623,22,3,0,6,2456,IsConfid,ToolConfid,1
10009,31,Male,60478,SEO,Awareness,1061.88146,0.039615561,0.133407856,30,4.290647362,13.4794233,18,0,0,2,1245,IsConfid,ToolConfid,1
10010,24,Female,46401,Social Media,Retention,7472.017585,0.205506797,0.088657985,18,3.153336437,5.078242562,99,2,1,5,4333,IsConfid,ToolConfid,1
10011,34,Female,48502,PPC,Retention,8998.85419,0.269798364,0.012978293,36,1.537660485,9.550179143,0,5,4,7,2886,IsConfid,ToolConfid,1
10012,61,Female,139768,SEO,Conversion,2676.16743,0.137041117,0.140955737,24,2.561223117,8.722062422,73,18,5,3,4659,IsConfid,ToolConfid,1
10013,37,Male,131750,PPC,Consideration,6324.853881,0.210493792,0.16759953,36,2.553404164,14.77662611,64,1,2,9,2864,IsConfid,ToolConfid,1
10014,53,Male,33394,PPC,Awareness,519.1506254,0.294015189,0.026193759,0,9.413571616,13.23211871,4,14,0,0,278,IsConfid,ToolConfid,0
10015,26,Female,118694,SEO,Consideration,3926.98827,0.079803239,0.093907326,20,9.436426695,2.895268912,56,18,6,2,3519,IsConfid,ToolConfid,1
10016,55,Female,29262,Referral,Conversion,3000.126923,0.247930343,0.040893022,40,3.302211545,1.353946249,21,18,0,6,1362,IsConfid,ToolConfid,1
10017,65,Male,24487,PPC,Consideration,2363.329055,0.095618762,0.126078179,38,1.950776175,6.972841266,42,8,6,9,222,IsConfid,ToolConfid,1
10018,39,Female,47341,SEO,Awareness,6482.762547,0.133637904,0.159264927,40,3.535463759,8.409980783,1,18,8,5,2607,IsConfid,ToolConfid,1
10019,19,Male,147360,PPC,Conversion,1389.256669,0.091712102,0.136674247,25,8.168026465,11.95305945,72,12,0,0,2177,IsConfid,ToolConfid,1
10020,41,Female,128924,Referral,Awareness,8621.034181,0.139343407,0.070431413,41,8.836895201,2.816042662,6,7,7,5,3265,IsConfid,ToolConfid,1
10021,25,Female,33570,SEO,Conversion,6681.875473,0.011475819,0.036549214,2,5.509915303,13.83894891,20,5,9,5,1226,IsConfid,ToolConfid,1
10022,28,Male,77268,PPC,Retention,7136.278269,0.097997266,0.160910948,49,5.861071402,8.7880005,70,9,8,1,706,IsConfid,ToolConfid,1
10023,30,Female,141435,Email,Consideration,9359.908656,0.139135279,0.071544203,40,5.128332432,12.7198403,58,8,7,5,977,IsConfid,ToolConfid,1
10024,34,Male,49605,Referral,Awareness,9429.491428,0.193349653,0.014206568,4,2.645250023,12.62891438,8,14,0,8,2551,IsConfid,ToolConfid,1
10025,25,Female,91602,PPC,Awareness,5561.358006,0.194834803,0.118570031,42,1.447963924,14.30203505,39,13,3,7,4029,IsConfid,ToolConfid,1
10026,38,Female,122798,Social Media,Consideration,5004.260191,0.179297829,0.056868689,28,6.592572534,10.0516631,72,1,9,2,2654,IsConfid,ToolConfid,1
10027,35,Female,46723,SEO,Awareness,3420.277921,0.094979231,0.16982914,32,8.188569019,11.86546392,48,0,3,2,207,IsConfid,ToolConfid,1
10028,47,Female,89108,PPC,Awareness,7184.158941,0.284747252,0.037218489,1,7.744125574,12.39764502,11,10,0,4,2668,IsConfid,ToolConfid,1
10029,35,Female,98206,Referral,Awareness,5428.267981,0.123671249,0.092612161,17,9.102659183,7.287700616,99,14,6,6,1306,IsConfid,ToolConfid,1
10030,63,Male,80098,Referral,Retention,9335.463289,0.072899243,0.058094739,13,8.322831489,6.768058308,72,14,6,0,1987,IsConfid,ToolConfid,1
10031,64,Female,113375,Social Media,Awareness,2462.396892,0.170808753,0.141024308,39,3.588185104,14.22592286,9,5,9,2,4917,IsConfid,ToolConfid,1
10032,48,Male,68707,Social Media,Retention,3171.501594,0.227189314,0.114220873,29,2.051323287,1.471088861,73,0,8,5,4032,IsConfid,ToolConfid,1
10033,55,Male,69028,PPC,Consideration,3229.295429,0.013547736,0.160287667,28,4.876604491,14.31769085,16,16,7,1,2605,IsConfid,ToolConfid,1
10034,49,Female,113937,Email,Retention,8079.3847,0.090139762,0.097136389,28,4.134771242,8.888005915,3,2,2,1,3211,IsConfid,ToolConfid,1
10035,28,Male,76921,Referral,Awareness,1080.499285,0.249243577,0.010913602,18,7.557244424,4.772881392,63,13,1,4,438,IsConfid,ToolConfid,0
10036,62,Male,80760,Email,Awareness,4610.926298,0.157036117,0.050887331,45,1.611761543,8.579439946,15,19,9,4,2157,IsConfid,ToolConfid,1
10037,42,Female,30249,Email,Awareness,4333.049296,0.128461608,0.199839851,25,9.487091162,9.747975607,48,11,2,2,4793,IsConfid,ToolConfid,1
10038,50,Male,87847,PPC,Retention,824.082248,0.279961371,0.087015548,45,9.614513488,2.10640381,99,19,7,9,3562,IsConfid,ToolConfid,1
10039,55,Female,117547,SEO,Conversion,4166.890286,0.035965178,0.127844671,39,1.795102847,10.21390582,26,11,5,3,301,IsConfid,ToolConfid,1
10040,58,Male,63839,SEO,Conversion,5182.442035,0.188515358,0.181937006,8,4.905672897,13.58739413,5,4,2,4,1362,IsConfid,ToolConfid,1
10041,25,Male,125077,SEO,Consideration,744.5364558,0.109234728,0.013899595,45,9.092312607,14.58377497,8,5,1,9,3916,IsConfid,ToolConfid,1
10042,28,Male,59673,Social Media,Consideration,5147.635072,0.030538786,0.135325405,43,2.685531774,9.196935492,57,19,0,5,2541,IsConfid,ToolConfid,1
10043,39,Female,23642,Referral,Consideration,9596.455256,0.071985908,0.064791625,12,7.229925091,5.242150356,31,14,7,4,72,IsConfid,ToolConfid,1
10044,68,Female,26338,Social Media,Awareness,9791.251799,0.192100632,0.063057169,37,7.400927398,8.670350988,37,1,2,8,533,IsConfid,ToolConfid,1
10045,41,Male,134650,Referral,Conversion,5363.629808,0.018200311,0.052721767,30,3.102373854,0.541290022,29,7,2,5,2036,IsConfid,ToolConfid,1
10046,58,Male,71761,Referral,Conversion,5199.459633,0.181752157,0.166318551,13,1.055497052,13.82896659,77,19,4,9,2968,IsConfid,ToolConfid,1
10047,34,Female,29622,Referral,Consideration,2926.530848,0.287486622,0.080860069,30,6.980220366,11.8772654,44,5,4,1,4488,IsConfid,ToolConfid,1
10048,29,Male,68423,PPC,Conversion,9971.44317,0.240577858,0.022752142,14,6.555308903,2.913372681,28,16,8,4,2110,IsConfid,ToolConfid,1
10049,63,Female,62873,SEO,Consideration,2814.868793,0.110223153,0.02840172,33,6.847381579,9.335819071,91,17,4,9,3512,IsConfid,ToolConfid,1
10050,49,Male,124544,Social Media,Awareness,4583.722874,0.050080217,0.038236729,49,2.407991857,0.798716624,21,13,6,8,3334,IsConfid,ToolConfid,0
10051,32,Female,67565,Social Media,Conversion,129.0471722,0.144868686,0.180796242,9,6.433608298,3.632606187,30,19,6,0,2768,IsConfid,ToolConfid,1
10052,33,Male,27806,PPC,Awareness,3557.39968,0.123955627,0.091214251,20,5.875071342,2.965174424,80,9,6,9,1352,IsConfid,ToolConfid,1
10053,39,Female,20757,Referral,Awareness,807.258976,0.291802558,0.184049375,38,5.072996968,2.76417337,16,12,4,0,599,IsConfid,ToolConfid,1
10054,45,Female,112246,SEO,Conversion,7463.865227,0.297061736,0.1653211,24,7.992304747,8.505472943,53,16,2,3,3346,IsConfid,ToolConfid,1
10055,37,Female,41470,Email,Retention,5654.043085,0.12906955,0.169197698,36,4.494683093,14.48418452,78,0,6,6,3391,IsConfid,ToolConfid,1
10056,50,Male,26220,Email,Consideration,5764.501585,0.053147355,0.064498044,39,4.179404581,2.389888153,46,7,7,8,1262,IsConfid,ToolConfid,1
10057,27,Female,128408,PPC,Conversion,2936.46173,0.274076769,0.061549738,19,5.869050123,13.15582805,31,15,3,1,695,IsConfid,ToolConfid,1
10058,57,Female,111851,SEO,Awareness,8167.473274,0.24012726,0.116412992,44,9.497730464,1.692730983,27,12,5,8,849,IsConfid,ToolConfid,1
10059,49,Male,74754,Email,Consideration,132.3821608,0.15826952,0.089405743,6,4.098316355,1.701207536,10,6,4,3,657,IsConfid,ToolConfid,1
10060,67,Male,113329,Email,Awareness,3402.651674,0.115952847,0.106721531,17,5.007970182,9.607123417,38,18,9,0,3466,IsConfid,ToolConfid,1
10061,50,Female,147636,Social Media,Consideration,6629.025156,0.13996809,0.020108798,40,3.396906207,8.830335078,16,7,1,6,3314,IsConfid,ToolConfid,1
10062,19,Male,99852,SEO,Conversion,9088.43312,0.271545541,0.194602136,43,7.116512068,5.491309201,75,11,0,4,1380,IsConfid,ToolConfid,1
10063,50,Female,127630,Email,Awareness,2422.697974,0.0635466,0.021052073,25,4.276766692,8.234133085,38,15,5,0,3007,IsConfid,ToolConfid,1
10064,50,Female,42505,Social Media,Consideration,5456.890512,0.243967221,0.043977947,16,7.23427075,11.44628516,72,12,9,0,2753,IsConfid,ToolConfid,1
10065,58,Female,48288,SEO,Consideration,5426.115063,0.015275284,0.1388581,41,2.311391848,11.71277333,24,17,5,9,3098,IsConfid,ToolConfid,1
10066,30,Female,94492,Referral,Conversion,8754.326254,0.276965878,0.039545295,6,3.373879168,0.673780904,25,12,6,1,3801,IsConfid,ToolConfid,1
10067,47,Female,39109,SEO,Consideration,600.1172066,0.155086211,0.030305286,27,2.856761279,1.632206803,67,18,4,6,4574,IsConfid,ToolConfid,1
10068,50,Male,138056,PPC,Consideration,4302.308055,0.07575687,0.039187872,20,7.996623986,0.549742724,61,5,0,6,3171,IsConfid,ToolConfid,0
10069,30,Female,23497,Social Media,Awareness,1906.41018,0.010828386,0.021764846,36,1.806109872,0.726802825,18,11,5,2,3522,IsConfid,ToolConfid,0
10070,69,Male,77326,Referral,Conversion,313.172743,0.172268476,0.057750561,22,3.267513696,12.67476034,12,5,3,1,3008,IsConfid,ToolConfid,1
10071,43,Female,29864,Social Media,Conversion,1555.606311,0.080901482,0.061512661,46,5.566512531,1.711516662,28,18,6,9,2691,IsConfid,ToolConfid,1
10072,39,Female,117046,Social Media,Awareness,9767.059661,0.193066657,0.104738197,47,1.790424906,10.80959012,53,15,1,7,1632,IsConfid,ToolConfid,1
10073,56,Male,113517,Email,Retention,2227.000244,0.091539092,0.093357278,47,1.099497065,14.71047601,72,13,8,6,2886,IsConfid,ToolConfid,1
10074,19,Female,107562,SEO,Awareness,9356.804656,0.035526968,0.100005549,9,7.220281795,12.40318758,41,11,6,8,1102,IsConfid,ToolConfid,1
10075,55,Male,94310,Social Media,Awareness,2132.017992,0.156464973,0.127047506,45,6.52221189,1.462739045,61,17,4,8,4040,IsConfid,ToolConfid,1
10076,56,Female,139454,Social Media,Retention,9319.822751,0.173700864,0.053882672,16,1.075734066,13.46124941,70,15,1,0,755,IsConfid,ToolConfid,1
10077,43,Female,132343,PPC,Consideration,6580.747258,0.141251107,0.035593785,37,1.436820451,14.393437,70,16,0,1,2428,IsConfid,ToolConfid,1
10078,63,Female,41017,PPC,Conversion,1220.863917,0.142830311,0.176986873,0,2.974336964,10.74240792,20,15,4,6,1820,IsConfid,ToolConfid,1
10079,67,Male,21821,PPC,Conversion,5860.960036,0.180998537,0.130448855,10,9.155610083,9.436506202,8,10,9,7,4342,IsConfid,ToolConfid,1
10080,32,Female,70337,Social Media,Retention,3253.288972,0.162642518,0.021526026,32,6.874542536,9.226037602,44,15,4,5,702,IsConfid,ToolConfid,1
10081,51,Female,65485,Referral,Conversion,3893.216244,0.048444586,0.192599814,30,8.245002319,12.39365857,26,8,2,4,4888,IsConfid,ToolConfid,1
10082,59,Male,103557,SEO,Retention,4457.692483,0.067154837,0.141683015,43,7.835303365,8.525054102,47,14,8,5,4048,IsConfid,ToolConfid,1
10083,61,Female,76388,Social Media,Consideration,4284.799523,0.051119402,0.038823882,23,9.847225437,5.339789261,84,17,9,1,1436,IsConfid,ToolConfid,1
10084,66,Male,30372,Email,Retention,6674.678016,0.211055719,0.194135542,19,9.551414099,14.57130326,68,7,0,8,1102,IsConfid,ToolConfid,1
10085,57,Female,126684,Referral,Conversion,7706.843879,0.16329354,0.079427395,46,1.605756178,1.202643201,4,17,4,9,1753,IsConfid,ToolConfid,1
10086,28,Female,120050,Referral,Conversion,3358.859123,0.134657986,0.197056915,4,1.204194981,10.14754942,71,2,3,3,4095,IsConfid,ToolConfid,1
10087,20,Female,113938,SEO,Retention,9251.203221,0.241518309,0.02962237,41,5.473617728,8.991587485,14,4,1,8,669,IsConfid,ToolConfid,1
10088,23,Female,91333,Referral,Conversion,9390.816509,0.104480451,0.040394151,25,3.445528506,9.767670386,76,1,0,7,1104,IsConfid,ToolConfid,1
10089,26,Female,36283,SEO,Retention,502.8353278,0.174750932,0.134909715,48,5.541098288,9.811997862,96,10,9,9,1100,IsConfid,ToolConfid,1
10090,23,Female,60857,Referral,Conversion,247.5970099,0.031578204,0.014207258,41,1.816059687,2.29117213,43,18,3,3,4687,IsConfid,ToolConfid,1
10091,26,Male,71772,SEO,Awareness,4308.156668,0.225877184,0.013551032,6,9.179762812,2.435915402,46,1,5,4,2752,IsConfid,ToolConfid,0
10092,56,Male,130441,PPC,Consideration,5947.387985,0.211605809,0.160476738,26,7.966898214,1.476897375,31,17,7,9,712,IsConfid,ToolConfid,1
10093,48,Female,79670,PPC,Conversion,2851.257,0.242690093,0.041878263,17,5.96904868,14.10654994,35,6,9,6,3825,IsConfid,ToolConfid,1
10094,49,Female,93133,Referral,Conversion,2668.196136,0.266498028,0.184570099,37,5.185638848,9.343602834,48,15,1,4,4172,IsConfid,ToolConfid,1
10095,58,Female,115856,Referral,Conversion,6815.504914,0.229828198,0.090920271,30,5.21644671,1.618085135,52,0,1,1,1335,IsConfid,ToolConfid,1
10096,67,Male,51261,SEO,Retention,6056.872418,0.254902068,0.175993947,8,6.548210999,6.78803271,22,12,5,7,4551,IsConfid,ToolConfid,1
10097,29,Male,77154,SEO,Conversion,1754.754062,0.110239834,0.089375081,1,5.908069423,5.710182522,33,2,3,9,4758,IsConfid,ToolConfid,1
10098,25,Male,26107,Social Media,Retention,8856.559536,0.109567835,0.110743701,43,5.340141724,2.648952666,17,17,9,7,3872,IsConfid,ToolConfid,1
10099,25,Female,111296,PPC,Conversion,6831.763095,0.283847238,0.070137691,36,7.11331095,12.41926123,11,3,8,7,3421,IsConfid,ToolConfid,1
10100,67,Female,55561,Social Media,Awareness,3689.504867,0.275226616,0.135034519,46,7.884828382,11.7462891,86,19,3,9,4503,IsConfid,ToolConfid,1
10101,45,Male,96674,Social Media,Awareness,6867.884431,0.169064229,0.070458222,44,6.786583732,7.229080364,1,16,1,7,854,IsConfid,ToolConfid,1
10102,37,Male,55268,Email,Consideration,1215.265559,0.116302048,0.052402319,28,4.522486048,8.075782707,26,4,0,5,532,IsConfid,ToolConfid,1
10103,64,Female,51608,SEO,Retention,4735.735633,0.261140444,0.025398989,33,4.728915766,6.828246495,49,6,5,9,3404,IsConfid,ToolConfid,1
10104,24,Male,33138,Email,Consideration,1772.945655,0.103789228,0.020957176,14,1.88678591,8.489789582,30,8,0,1,1393,IsConfid,ToolConfid,0
10105,28,Female,126665,Email,Conversion,510.1693367,0.054554174,0.068135127,45,4.730908676,11.12216943,47,3,5,3,2913,IsConfid,ToolConfid,1
10106,37,Male,57693,Social Media,Conversion,3449.430076,0.195452876,0.149929936,8,8.072130655,13.20156997,85,8,7,1,4566,IsConfid,ToolConfid,1
10107,33,Female,145625,Email,Awareness,1592.281286,0.022360325,0.049067813,15,1.598234652,9.088638659,68,16,5,1,4837,IsConfid,ToolConfid,0
10108,21,Female,103000,SEO,Consideration,6371.827774,0.119939553,0.066853216,1,2.57967427,2.324059914,16,9,3,8,3156,IsConfid,ToolConfid,1
10109,23,Female,144143,Social Media,Conversion,6773.272151,0.244222507,0.18198257,0,8.583549328,11.69480352,42,16,1,8,4087,IsConfid,ToolConfid,1
10110,39,Male,41248,SEO,Conversion,1572.053832,0.095612697,0.131439924,8,6.111527356,5.898043778,70,11,4,4,2837,IsConfid,ToolConfid,1
10111,43,Male,122757,Referral,Retention,343.6687555,0.280081489,0.184747254,19,7.040790624,9.633229002,17,9,4,2,3048,IsConfid,ToolConfid,1
10112,20,Female,38632,Email,Conversion,7948.82456,0.287189153,0.183132947,45,3.894031332,3.379541164,65,10,7,8,3124,IsConfid,ToolConfid,1
10113,58,Female,67547,Social Media,Consideration,120.3645052,0.246586727,0.02204803,1,5.399192687,2.869434244,30,12,2,6,1302,IsConfid,ToolConfid,0
10114,59,Male,32100,PPC,Awareness,3504.739583,0.296416563,0.191451772,0,7.854186948,1.263774854,62,16,1,3,3605,IsConfid,ToolConfid,1
10115,31,Male,67930,SEO,Awareness,4996.374651,0.163921592,0.019723812,9,8.884390454,5.059606711,27,14,0,2,2145,IsConfid,ToolConfid,1
10116,28,Female,86861,Email,Conversion,8204.557667,0.17506787,0.185867594,22,9.767858658,9.158585674,66,4,1,7,903,IsConfid,ToolConfid,1
10117,35,Female,96905,SEO,Conversion,8401.730563,0.252488376,0.113879353,18,8.659229875,5.122243244,8,10,1,5,4846,IsConfid,ToolConfid,1
10118,29,Male,73025,SEO,Conversion,7276.900462,0.152913524,0.111306021,17,1.607348646,3.992752421,96,12,0,3,2078,IsConfid,ToolConfid,1
10119,40,Male,95876,Referral,Retention,2547.256463,0.127948802,0.145520172,23,4.090211372,14.92555165,27,5,7,8,2029,IsConfid,ToolConfid,1
10120,29,Female,98944,SEO,Conversion,7229.85065,0.188278541,0.177050141,21,7.740006488,14.98320475,91,9,7,0,3557,IsConfid,ToolConfid,1
